TimeStamp,SubTest,Step,Target.X,Target.Y,LeftPupil.X,LeftPupil.Y,RightPupil.X,RightPupil.Y,slno,TimeMillis,velocity_left,velocity_right,distance_left,distance_right,net_distance_left,net_distance_right,fixation_left,fixation_right
400,0,-1,0,5e-324,-11.8594970703125,21.796730041503896,-10.3697948455811,-3.634037733078,10,0.4,51.156067848205474,71.19318246841546,2.046242713928221,2.847727298736621,-2.046242713928221,-2.847727298736621,0,0
440,0,-1,0,5e-324,-13.601965904235804,22.797462463378896,-12.598969459533699,-2.4416723251342796,11,0.44,43.56172084808263,55.729365348814966,1.7424688339233043,2.2291746139525976,-1.7424688339233043,-2.2291746139525976,0,0
480,0,-1,0,5e-324,-15.301769256591802,22.078989028930696,-14.3848972320557,-2.3282864093780486,12,0.48,42.49508380889997,44.64819431305005,1.6998033523559979,1.785927772522001,-1.6998033523559979,-1.785927772522001,0,0
520,0,-1,0,5e-324,-16.349168777465803,21.672559738159197,-15.832373619079599,-1.87657380104065,13,0.52,26.184988021849986,36.18690967559745,1.0473995208740003,1.4474763870238991,-1.0473995208740003,-1.4474763870238991,0,0
560,0,-1,0,5e-324,-17.2390441894531,22.4211597442627,-16.7930870056152,-0.8005065321922299,14,0.56,22.24688529968242,24.01783466338998,0.8898754119872976,0.9607133865356001,-0.8898754119872976,-0.9607133865356001,0,0
600,0,-1,0,5e-324,-17.787733078002898,23.6767425537109,-17.5077152252197,-0.5185939073562621,15,0.6,13.717222213744966,17.865705490112603,0.5486888885497976,0.7146282196045028,-0.5486888885497976,-0.7146282196045028,1,1
640,0,-1,0,5e-324,-18.3796348571777,24.8311386108398,-17.6290664672852,0.620130360126495,16,0.64,14.797544479370016,3.033781051637427,0.5919017791748011,0.12135124206549719,-0.5919017791748011,-0.12135124206549719,1,1
680,0,-1,0,5e-324,-17.875379562377898,26.820135116577106,-17.3584690093994,3.07250571250916,17,0.68,12.606382369995018,6.7649364471449696,0.5042552947998011,0.27059745788579903,0.5042552947998011,0.27059745788579903,1,1
720,0,-1,0,5e-324,-18.8274002075195,27.8985538482666,-18.379924774169897,4.34317064285278,18,0.72,23.800516128540085,25.53639411926248,0.9520206451416016,1.0214557647704972,-0.9520206451416016,-1.0214557647704972,0,0
760,0,-1,0,5e-324,-19.5644760131836,28.054330825805696,-18.9415969848633,4.40744924545288,19,0.76,18.42689514160252,14.041805267335038,0.7370758056641016,0.561672210693402,-0.7370758056641016,-0.561672210693402,1,1
800,0,-1,0,5e-324,-19.5926208496094,27.3368835449219,-18.812330245971697,2.96593832969666,20,0.8,0.7036209106449747,3.2316684722900364,0.028144836425799014,0.12926673889160156,-0.028144836425799014,0.12926673889160156,1,1
840,0,-1,0,5e-324,-19.212909698486303,26.7254257202148,-18.547641754150398,2.22430872917175,21,0.84,9.492778778077433,6.6172122955325055,0.3797111511230966,0.2646884918212997,0.3797111511230966,0.2646884918212997,1,1
880,0,-1,0,5e-324,-18.774465560913104,25.0902366638184,-18.1064014434814,4.83821773529053,22,0.88,10.96110343932998,11.031007766724954,0.43844413757319955,0.4412403106689986,0.43844413757319955,0.4412403106689986,1,1
920,0,-1,0,5e-324,-19.2760944366455,21.366521835327106,-18.900680541992198,9.92300510406494,23,0.92,12.540721893309914,19.856977462769958,0.501628875732397,0.794279098510799,-0.501628875732397,-0.794279098510799,1,1
960,0,-1,0,5e-324,-22.0539245605469,16.7860527038574,-22.348587036132802,15.449075698852502,24,0.96,69.4457530975351,86.19766235351526,2.777830123901399,3.4479064941406037,-2.777830123901399,-3.4479064941406037,0,0
